ID,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,an_000,ao_000,cn_005,cn_006,class
472,0,0,0,0,0,0,2830114,2538192,1134536,404360,1
473,0,0,0,0,0,0,2653112,2099210,1736994,529812,1
474,0,0,0,0,0,0,192146,170626,71172,4242,1
475,0,0,0,0,0,0,5590796,5090734,2912232,1316554,1
476,0,0,0,0,0,16060,744870,711450,77334,5156,1
477,0,0,0,0,0,164532,1551650,1391926,19438,3788,1
478,0,0,0,0,0,0,8294,5142,472,36,1
479,0,0,0,0,0,4328,187104,160976,63940,11234,1
480,0,0,0,0,0,0,28908,24128,604,570,1
481,0,0,0,0,0,0,7506,6016,374,724,1
482,0,0,0,0,0,3154,16684,16392,306,670,1
483,0,0,0,0,0,0,2197924,1716874,1146306,178340,1
484,0,0,4372,140526,813320,1929702,26575558,25798936,2358236,1819364,2
485,0,0,0,0,0,0,2196222,1898764,1474206,730888,1
486,0,0,0,0,0,17462,1078572,943186,138812,10988,1
487,0,0,0,0,0,0,3204944,2855110,1593454,555314,1
488,0,0,0,0,0,0,40782,33542,4572,786,1
489,0,0,0,0,0,0,1789696,1394732,1255008,475608,1
490,0,0,0,0,0,0,171458,156200,37984,9940,1
491,0,0,0,0,0,6380,3678840,3292536,1723920,145438,1
492,0,0,0,0,0,0,3656788,2741392,2222312,560236,1
493,0,0,11912,15166,8536,2006,8514776,7209196,4502702,4318088,1
494,0,0,0,0,0,0,19564598,16171344,9924274,2277102,1
495,0,0,0,0,0,0,1859874,1597512,1088892,239174,1
496,0,0,0,0,0,0,4188,2624,728,352,1
497,0,0,0,0,0,0,2922698,2095298,1903128,368072,1
498,0,0,0,0,0,0,2428,1676,182,12,1
499,0,0,0,0,0,0,2342904,2099838,1343160,193294,1
500,0,0,0,0,0,0,2080850,1400998,1771798,283984,1
501,0,0,0,0,0,0,2092258,1799996,1153832,342110,1
502,0,0,0,0,0,0,0,0,0,0,1
503,0,0,0,0,0,17354,10319706,9044562,3858066,1339162,1
504,0,0,0,0,0,0,1925668,1444958,1189772,591050,1
505,0,0,0,0,0,5920,1783022,1648932,223652,22558,1
506,0,0,0,0,0,0,13116,10380,1186,52,1
507,0,0,0,0,0,5198,65214,62874,1418,268,1
508,0,0,0,0,0,0,6028,3520,996,24,1
509,0,0,0,0,0,0,40331524,34639856,16216166,1743696,1
510,0,0,0,0,0,0,481454,409116,95828,6796,1
511,0,0,0,0,0,0,1974562,1644440,897602,494730,1
512,0,0,0,0,0,0,3350,1952,926,0,1
513,0,0,0,0,0,0,84924,75150,4004,526,1
514,0,0,0,0,0,0,79014,64322,0,0,1
515,0,0,0,0,0,0,1469028,1135972,1137518,149796,1
516,0,0,0,0,0,0,2279992,1832106,876946,126058,1
517,0,0,0,0,0,0,56966,49278,8392,20540,1
518,0,0,0,0,0,2482,39708,21352,4940,896,1
519,0,0,0,0,0,3510,6415604,5529462,816820,106654,1
520,0,0,0,0,0,0,1911158,1796788,648366,62256,1
521,0,0,0,0,0,0,2655872,2407188,1637482,236322,1
522,0,0,0,0,0,0,1666218,1364628,761422,158456,1
523,0,0,0,0,0,0,2300898,1926532,1229834,177446,1
524,0,0,0,0,0,0,2857026,2534000,1375422,223910,1
525,0,0,0,0,0,0,100546,86814,46934,9972,1
526,0,0,0,0,0,258,60076,54026,4950,1632,1
527,0,0,0,0,0,0,2350924,1677874,1501368,238730,1
528,0,0,0,0,0,0,4619814,3978084,2671164,1193480,1
529,0,0,0,0,0,0,160170,133088,83254,14224,1
530,0,0,0,0,0,0,5236,3324,0,0,1
531,0,0,0,0,0,0,21454,18740,356,0,1
532,0,0,0,0,0,0,4932818,4055532,1800302,226148,1
533,0,0,0,0,0,0,1739686,1411808,1238042,185526,1
534,0,0,0,0,0,0,161560,137768,69092,19964,1
535,0,0,0,0,0,0,2154226,1878094,876230,125120,1
536,0,0,0,0,0,15346,635356,605022,141310,5568,1
537,0,0,0,0,0,110,2450666,2047054,998604,585840,1
538,0,0,0,0,0,0,4400,2104,504,504,1
539,0,0,0,0,0,0,2640506,2189688,1741266,683414,1
540,0,0,0,0,0,30526,1583110,1454880,278968,23822,1
541,0,0,0,0,17214,1054242,17508428,16127584,2542300,374790,1
542,0,0,0,0,0,0,3805664,3382072,1957702,398260,1
543,0,0,0,0,0,0,11402,9528,620,500,1
544,0,0,0,0,0,0,2847070,2345158,1714800,289278,1
545,0,0,0,0,0,0,16326,14798,210,8,1
546,0,0,0,0,0,0,14988,12566,1274,0,1
547,0,0,0,0,0,0,2687576,2360166,1890588,490706,1
548,0,0,454,34244,209122,58730,3028206,2539436,1899428,917334,1
549,0,0,0,0,0,0,3594744,3184802,2021124,290156,1
550,0,0,0,0,0,0,33607964,22084364,24688906,14098444,1
551,0,0,0,0,0,0,1674122,1275488,1265384,309964,1
552,0,0,0,0,0,0,8747020,7308772,4298978,742732,1
553,0,0,0,0,0,0,5102220,4454756,2221204,867100,1
554,0,0,0,0,0,0,4634,2462,0,0,1
555,0,0,0,0,0,0,10748,6768,670,0,1
556,0,0,0,0,0,0,59340,55916,944,354,1
557,0,0,0,0,0,0,1940008,1575486,1361710,379702,1
558,0,0,0,0,0,0,6712292,6177970,3390804,1398840,1
559,0,0,0,0,0,0,3646552,3288792,1740298,219756,1
560,0,0,0,0,0,0,110682,100992,32984,1286,1
561,0,0,0,0,0,0,1739644,1440150,1350864,398740,1
562,0,0,0,0,0,0,1880964,1709064,766974,235254,1
563,0,0,0,0,0,0,2388116,2159748,1001416,232640,1
564,0,0,0,0,0,0,1938696,1589032,989982,708972,1
565,0,0,0,0,0,464,17126,16710,728,920,1
566,0,0,0,0,0,3704,2650318,2372428,1140152,474246,1
567,0,0,0,0,0,0,312614,281116,52752,74158,1
568,4,4,0,0,0,0,15758,12878,1116,6,1
569,0,0,0,0,0,17354,10319706,9044562,3858066,1339162,1
570,0,0,0,0,0,0,486750,460330,4976,1100,1
571,0,0,0,0,0,0,4776610,4123302,2929508,1253248,1
572,0,0,0,0,0,0,2260214,2053720,1044570,373436,1
573,2,2,0,0,0,7356,35858,34090,914,36,1
574,0,0,0,0,0,0,18926,15192,226,0,1
575,0,0,0,0,0,0,67908,64692,7892,482,1
576,0,0,0,0,0,8504,5082906,4485230,407146,33510,1
577,0,0,0,0,0,0,9392,7224,284,536,1
578,0,0,0,0,0,120,6532,4946,964,0,1
579,0,0,0,0,0,0,14802,12752,1452,138,1
580,0,0,0,0,0,1736,2572320,2061212,1093796,518590,1
581,0,0,0,0,0,164,2410294,2138038,430644,45226,1
582,0,0,0,0,0,0,5634,4116,1742,176,1
583,0,0,0,0,0,72776,2404734,2250844,796012,380940,1
584,0,0,0,0,0,0,2404832,2107314,981802,200156,1
585,0,0,0,0,0,0,2139984,1813068,1291438,204672,1
586,0,0,0,0,0,0,2428994,2238244,1038964,125610,1
587,0,0,0,0,0,0,10656,9362,464,570,1
588,0,0,0,0,0,138188,6813612,6454222,1824826,1003932,1
589,0,0,0,0,0,4586,46420,22340,4328,538,1
590,0,0,0,0,0,19206,31551316,25053458,12968020,1867160,1
591,0,0,0,0,0,0,2332,1150,1036,0,1
592,2,6,0,0,0,0,7578,4556,1844,64,1
593,0,0,0,0,0,100714,0,0,551590,120050,2
594,0,0,0,0,0,0,13408,9182,560,554,1
595,0,0,0,0,6304,1135050,1661498,1899448,401630,63254,1
596,0,0,0,0,0,0,2638528,2305118,1749244,548682,1
597,0,0,0,0,0,0,1885628,1729678,1189160,210066,1
598,0,0,0,0,0,0,76216,71522,2286,144,1
599,0,0,0,0,0,0,164466,154932,22318,992,1
600,0,0,0,0,0,0,3590992,3025368,2048598,481848,1
601,0,0,0,0,0,0,107560,98142,35482,952,1
602,0,0,0,0,0,0,80146,73194,6932,640,1
603,0,0,0,0,0,0,2512136,2172348,1368650,720814,1
604,0,0,0,0,0,0,1885064,1665490,156256,17124,1
605,0,0,0,0,0,0,738588,665718,113700,14802,1
606,0,0,0,0,0,1876,3381550,3114636,1207186,226744,1
607,0,0,0,0,0,0,6881058,5737046,4052172,1150694,1
608,0,0,0,0,0,0,153832,130940,40256,1890,1
609,0,0,0,0,0,181156,4812316,4545230,1441456,432914,1
610,0,0,0,0,0,0,187130,175662,113856,5200,1
611,0,0,0,0,0,0,348722,303578,137062,8702,1
612,0,0,0,0,0,0,4814232,3092084,2625082,3721830,1
613,0,0,0,0,0,0,2763614,2499680,1912638,482468,1
614,0,0,0,0,0,0,2638934,2151280,1018108,103292,1
615,0,0,0,0,0,0,2922050,2514682,1071282,250262,1
616,0,0,0,0,0,0,65669314,49239732,59771152,24241148,1
617,0,0,0,0,0,0,5493050,5227254,2472450,1339808,1
618,0,0,0,0,0,0,3401468,3072480,1995014,472452,1
619,0,0,0,0,0,9828,472132,447750,34496,2992,1
620,0,0,0,0,0,0,47844,41116,21252,396,1
621,0,0,0,0,0,0,3715596,3205806,2302314,624464,1
622,0,0,0,0,0,0,3451662,2957636,1376470,658002,1
623,0,0,0,0,0,0,5540810,4943276,3443800,832564,1
624,0,0,0,0,0,0,3047722,2702294,1697600,440424,1
625,0,0,0,0,0,184852,15339470,14401024,3996790,2913862,1
626,0,0,0,0,0,0,5830626,5013026,2817340,504248,1
627,6,10,0,0,0,0,21884,17920,606,46,1
628,0,0,0,0,0,0,1733260,1469414,1141092,486218,1
629,0,0,0,0,0,0,3702588,3185508,2338344,1035104,1
630,0,0,0,0,0,0,2691098,2363344,1306432,541086,1
631,0,0,0,0,0,0,2282264,1996026,1532910,357150,1
632,0,0,0,0,0,0,4630926,3494854,1977650,259148,1
633,0,0,0,0,0,0,180844,169080,96786,3638,1
634,0,0,0,0,0,3088,10975102,10142828,5327186,2157486,1
635,0,0,0,0,0,0,31412,25444,4178,1332,1
636,0,0,0,0,0,0,124638,115452,16918,1242,1
637,0,0,0,6086,115284,1263866,1393150,1510548,12688,4108,1
638,0,0,0,0,0,0,3459226,2899730,1661048,364206,1
639,0,0,0,0,0,0,52524,46556,12864,282,1
640,0,0,0,0,0,0,7184,4954,570,442,1
641,0,0,0,0,0,0,113468,105592,1870,390,1
642,0,0,0,0,0,0,92386,83936,27960,1192,1
643,0,0,0,0,0,5616,10430884,9402334,4436478,2094996,1
644,0,0,0,0,0,0,2731632,2278948,1109298,146494,1
645,0,0,0,0,0,0,108546,96238,52888,5342,1
646,0,0,0,0,0,0,6557468,5689620,3701332,969932,1
647,0,0,0,0,0,0,3842184,3489178,1885454,858668,1
648,0,0,0,0,0,0,6816892,6251776,2794794,721516,1
649,0,0,0,2716,656148,6846624,46652870,41451492,12192052,10233412,2
650,0,0,0,0,0,0,2191684,1986178,831074,211454,1
651,0,0,0,0,0,0,20516,17758,728,340,1
652,0,0,0,0,0,0,2979746,2484778,1087826,498354,1
653,0,0,0,0,0,0,605076,534946,239568,98198,1
654,0,0,0,0,0,27530,47734,41080,722,72,1
655,0,0,0,0,0,0,1630128,1091538,1128866,639514,1
656,0,0,0,0,0,12112,10988380,10170276,3861250,1074128,1
657,0,0,0,0,0,0,4915676,4125214,1825732,3136928,1
658,0,0,0,0,0,0,2349522,1799240,1368332,508380,1
659,0,0,0,0,0,0,9020,6006,496,336,1
660,0,0,0,0,0,0,2519012,2167872,1348194,188208,1
661,0,0,0,0,0,0,3602032,3177850,2348052,901480,1
662,0,0,0,0,0,0,3473324,2863996,2126352,1701572,1
663,0,0,0,0,0,0,2608518,2179156,1682358,867452,1
664,0,0,0,0,0,0,2722002,2336220,1872706,787954,1
665,0,0,0,12,23326,543902,3700332,3415320,2236474,518262,1
666,0,0,0,0,0,0,1704672,1283772,1178968,609378,1
667,0,0,0,0,0,0,15940,14384,490,26,1
668,2,2,0,0,0,0,9480,7268,948,0,1
669,0,0,0,0,0,0,5136328,4556142,1677382,196400,1
670,0,0,0,0,0,0,2491284,2223220,636380,46496,1
671,806,3220,0,0,16644,1109398,12390550,11460884,1897952,350644,1
672,0,0,0,0,0,0,3220236,2886526,1939422,453284,1
673,0,0,0,0,0,0,2368190,2101506,1407236,328368,1
674,0,0,0,0,0,0,8384,5868,1272,136,1
675,0,0,0,0,0,934,59812,55020,1602,678,1
676,0,0,0,0,0,0,4613866,4344558,2084978,294856,1
677,0,0,0,0,0,0,3398420,2987880,1835998,567760,1
678,0,0,0,0,0,0,8240,4774,974,6,1
679,0,0,0,0,0,0,16036,11960,9864,154,1
680,0,0,0,0,0,41276,1587792,1459822,265094,167282,1
681,0,0,0,0,0,0,2014176,1619206,1244064,361606,1
682,0,0,0,0,0,0,3534146,3040566,2013372,1427568,1
683,0,0,0,0,0,0,1707318,1438422,1278274,317086,1
684,0,0,0,0,0,0,98730,90940,53156,1402,1
685,0,0,0,0,0,0,521880,483208,93172,22060,1
686,0,0,0,126,24634,71538,72976,103486,922,90,1
687,0,0,0,0,0,0,399834,351578,244774,42556,1
688,0,0,0,0,0,0,64844,57390,17106,1176,1
689,0,0,0,0,0,0,125384,115910,43820,16716,1
690,0,0,0,0,0,0,3022394,2655196,1774900,549718,1
691,0,0,0,0,0,0,1054178,919250,294868,49392,1
692,0,0,0,0,0,0,2338228,2012560,1242166,204406,1
693,0,0,0,0,0,0,0,0,420,412,1
694,0,0,0,0,0,204,2173436,1759370,802856,184938,1
695,0,0,0,0,0,0,2446616,2035028,1109548,507990,1
696,0,0,0,0,0,0,7432,4460,272,618,1
697,0,0,0,0,0,92,2677994,2218316,781328,154328,1
698,0,0,0,0,0,0,246604,209476,150870,18180,1
699,0,0,0,0,0,0,63236,57538,16222,202,1
700,0,0,0,0,0,0,2485104,2220890,1545924,458088,1
701,0,0,0,0,0,0,31094,27750,1044,30,1
702,0,0,0,0,0,57214,2103536,2013776,679532,185902,1
703,0,0,0,0,0,0,2099772,1770164,702174,163068,1
704,0,0,0,0,0,0,3813646,3463572,1695476,1289430,1
705,0,0,0,0,0,0,2251826,1991666,1197888,369166,1
706,0,0,0,0,0,0,5211768,4663364,0,0,1
707,0,0,0,0,0,12614,66930,63808,2506,66,1
708,0,0,0,0,0,0,56559980,42526318,38907668,5050048,2
709,0,0,0,0,0,0,2345374,1321118,1412360,219028,1
710,0,0,0,0,0,0,13200620,12245060,0,0,1
711,0,0,0,0,0,0,260510,206320,39860,2514,1
712,0,0,0,0,0,0,2433396,2197612,1570126,421886,1
713,0,0,0,0,0,0,1685392,1399254,888028,421880,1
714,0,0,0,0,0,0,434330,354618,95558,10800,1
715,0,0,0,0,0,0,7084,5170,988,0,1
716,0,0,0,0,0,0,16720,13060,1542,116,1
717,0,0,0,0,0,0,16484,12800,1852,264,1
718,0,0,0,0,0,0,221708,188090,83404,9866,1
719,0,0,0,0,0,0,5839752,5107234,2972388,554520,1
720,0,0,0,0,0,162,4548222,3897504,1026898,93166,1
721,0,0,0,0,0,0,14518,12666,70,8,1
722,0,0,0,0,0,0,2407008,2126318,1278198,168536,1
723,0,0,0,0,0,0,2370038,1899536,1471436,860016,1
724,0,0,0,0,8,586034,3620694,3665324,932452,49762,1
725,0,0,0,0,0,0,4289518,3234528,2211710,589190,1
726,0,0,0,0,0,0,2519414,2240174,1060294,95338,1
727,0,0,0,0,0,0,102070,90560,35788,2166,1
728,0,0,0,0,0,0,1855324,1550848,1202172,219906,1
729,0,0,0,0,0,4034,35304,26216,4286,88,1
730,0,0,0,0,0,0,1721092,1534938,614074,43482,1
731,0,0,0,0,0,0,106926,98340,22096,720,1
732,0,0,0,0,0,0,122612,114352,61028,966,1
733,0,0,0,0,0,0,2471658,2230964,1522176,394312,1
734,1464,1808,0,0,4592,1167562,258,20,416392,38388,1
735,274,538,0,0,0,1652,3220930,2979908,122036,9810,1
736,0,0,0,0,0,0,46118,38642,1896,572,1
737,0,0,0,0,0,0,2714128,2133430,2182874,617504,1
738,0,0,0,0,0,0,2244712,2101992,1052746,91244,1
739,18,14,0,0,0,0,62278,47694,5838,250,1
740,0,0,0,0,0,0,127020,119608,1174,308,1
741,0,0,0,0,0,0,2337782,2033398,1264288,391638,1
742,0,0,0,0,0,0,14404690,12568364,278284,15514,1
743,8,12,0,0,0,0,8018,7334,652,548,1
744,0,0,0,0,0,0,4754224,3983056,2759624,840318,1
745,0,0,0,0,0,0,1521754,1422804,951410,203086,1
746,0,0,0,0,0,0,3976002,3598550,895546,83738,1
747,0,0,0,0,0,0,1830214,1474246,1060968,521922,1
748,0,0,0,0,0,0,57206,53442,6484,2486,1
749,0,0,0,0,65836,1630616,16831678,13634210,5035720,2172564,2
750,0,0,0,0,0,0,30013332,27989910,0,0,1
751,0,0,0,0,5942,743670,6346180,6046304,2077588,1067676,1
752,0,0,0,0,0,0,2172544,1628172,1351614,587530,1
753,0,0,0,0,0,0,871446,855502,0,0,1
754,0,0,0,0,0,0,26114,21884,7260,368,1
755,342,274,0,0,0,15090,1365578,1218410,446138,147848,1
756,0,0,0,0,0,0,1864562,1527314,1252972,414428,1
757,0,0,0,0,0,0,120962,114478,94636,2982,1
758,0,0,0,0,0,0,3198156,2777644,1918870,344740,1
759,0,0,0,0,0,976,51020,41848,8940,562,1
760,0,0,0,0,0,5288,138972,126844,37794,1516,1
761,0,0,0,0,0,594,2615632,2136408,1034874,213058,1
762,0,0,0,0,0,0,625602,594178,132272,3822,1
763,0,0,0,0,0,0,2290326,2012164,1208658,797676,1
764,0,0,0,0,0,0,220756,190454,62896,13870,1
765,0,0,0,0,0,0,1748176,1519774,1121168,360780,1
766,0,0,0,0,0,0,5450,3702,1058,16,1
767,0,0,0,0,0,0,5281904,4138974,3003250,580844,1
768,0,0,0,0,0,0,2153120,1701846,868128,279366,1
769,0,0,0,0,0,0,101026,93208,3360,346,1
770,0,0,0,0,0,0,18386,16436,1242,124,1
771,0,0,0,0,0,0,60895560,54661178,1476710,511120,2
772,0,0,0,0,0,6524,239916,223582,12218,1268,1
773,0,0,0,66,206262,3970100,0,26816746,3607322,599104,1
774,0,0,0,0,0,0,5052,2962,2536,418,1
775,0,0,0,0,0,190762,12128652,11168084,1549188,205860,1
776,0,0,0,0,0,0,75490,69520,16318,1208,1
777,0,0,0,0,0,0,2441198,2182332,1233418,216152,1
778,0,0,0,0,0,0,2301528,1928550,1585444,489248,1
779,0,0,0,0,0,0,1667164,1459638,1076820,392002,1
780,0,0,0,0,0,0,2383284,1926878,1334814,1087052,1
781,0,0,0,0,0,0,14852,11382,844,612,1
782,0,0,0,0,0,517980,11363950,9874980,4656470,987044,1
783,0,0,0,0,0,0,2795334,2433854,1504308,345372,1
784,0,0,0,0,0,0,4890,2834,362,548,1
785,0,0,0,0,0,0,24316934,22529096,0,0,1
786,0,0,0,0,0,0,4914224,4295600,2708622,440928,1
787,0,0,0,0,0,0,2201378,1900716,1377828,416376,1
788,0,0,0,0,0,0,2109434,1878954,1170500,564734,1
789,0,0,0,0,0,0,92838,83284,74030,1312,1
790,0,0,0,0,0,0,2725856,2458978,1367534,1187432,1
791,0,0,0,0,0,0,2156826,1708840,1080170,242224,1
792,0,0,0,0,0,0,101808,92872,16940,664,1
793,0,0,0,0,0,0,105728,94602,5652,580,1
794,0,0,0,0,0,252,2874204,2438520,602044,143038,1
795,64,78,0,0,0,496,103912,88032,50,30,1
796,0,0,0,0,0,0,24864,19454,4166,226,1
797,0,0,0,0,0,0,3029724,2389944,1229000,257728,1
798,34,22,0,0,0,0,1342372,1161534,712694,284304,1
799,192,330,0,0,0,0,3403052,3124742,1455012,286906,1
800,0,0,0,0,0,0,131044,113054,1558,244,1
801,0,0,0,0,0,0,111304,101628,53816,464,1
802,0,0,0,0,0,1062,52298044,44330930,5005900,2144628,2
803,0,0,0,0,0,0,13369378,12639370,7334206,1942530,1
804,0,0,0,0,0,0,12428,8158,2642,76,1
805,0,0,0,0,0,0,3718590,2935482,2734008,612940,1
806,0,0,0,0,0,48,217562,192890,2442,342,1
807,0,0,0,0,0,0,2429736,2109520,1603572,352104,1
808,0,0,0,0,0,0,11000,7396,592,1858,1
809,0,0,0,0,0,0,46482,37954,10952,2088,1
810,0,0,0,0,0,0,67708,52148,26878,892,1
811,0,0,0,0,0,0,4523678,4186288,2883158,582208,1
812,0,0,0,0,0,140,42609000,23405842,37968376,16937598,2
813,0,0,0,0,0,0,2690140,2219624,1450560,638830,1
814,0,0,0,0,0,0,3620864,3161102,2188308,350998,1
815,0,0,0,0,0,0,1378400,1123074,825758,186072,1
816,0,0,0,0,0,0,86302,77406,69012,4186,1
817,0,0,0,0,0,0,3430458,3112566,1853198,1101334,1
818,0,0,0,0,0,8250,7126438,6617058,990594,167474,1
819,0,0,0,0,0,0,128602,116534,3650,578,1
820,0,0,0,0,0,0,10920,9180,1790,880,1
821,0,0,0,0,0,12808,2154086,1872472,896432,254256,1
822,0,0,0,0,0,0,3268486,2764462,1100340,157818,1
823,0,0,0,0,0,0,5569876,5113122,1085360,120904,1
824,0,0,0,0,0,0,76448,67446,15502,4254,1
825,0,0,0,0,0,0,43486,40240,3632,170,1
826,0,0,0,0,0,0,4505506,3890712,2979492,537948,1
827,0,0,0,0,0,0,0,0,2192,124,1
828,0,0,0,0,0,50,12296432,11245464,5854914,927994,1
829,0,0,0,0,0,3434,38394,32440,868,0,1
830,0,0,0,1094,63812,911674,11402636,6322046,2525904,1619200,2
831,0,0,0,0,0,44532,99794,107952,10082,562,1
832,0,0,0,0,0,0,620738,576028,172694,135576,1
833,0,0,0,0,0,0,2098,2082,0,0,1
834,0,0,0,0,0,0,2339712,2053060,1274634,449884,1
835,0,0,0,0,0,0,9330,8116,738,556,1
836,0,0,0,0,0,0,2251220,2056710,1294278,194044,1
837,0,0,0,0,0,0,85588,77252,3960,840,1
838,0,0,0,0,0,0,3311134,3075920,2113820,509144,1
839,0,0,0,0,0,1572,37260,31684,3002,388,1
840,2,2,0,0,0,0,13042,9770,988,28,1
841,0,0,0,0,0,136360,68545856,60198454,5207902,4589476,1
842,0,0,0,0,0,0,9478,7008,990,608,1
843,0,0,0,0,0,0,47773542,41876258,11448522,26617244,1
844,0,0,0,0,0,0,134248,123180,37744,1082,1
845,0,0,0,0,0,0,2798,1420,548,0,1
846,0,0,0,0,0,0,15390,11506,1180,102,1
847,0,0,0,0,0,0,13154,10948,264,602,1
848,0,0,0,0,0,0,5121770,4353638,3332278,1017242,1
849,0,0,0,0,0,5310,7701826,6856758,3025066,639698,1
850,0,0,0,0,0,0,143654,130312,1296,272,1
851,0,0,0,0,0,0,2446618,2138936,1254322,155880,1
852,0,0,0,0,0,0,739658,710648,292628,27348,1
853,0,0,0,0,0,0,1796014,1501176,893676,307840,1
854,0,0,0,0,0,0,1670834,1509482,1207812,221864,1
855,0,0,0,0,0,30426,7410358,6924794,811666,138544,1
856,0,0,0,0,0,0,21102684,17401960,0,0,1
857,0,0,0,0,0,0,66084,58816,45392,3270,1
858,0,0,0,0,0,0,2556644,2112846,1910952,223798,1
859,0,0,0,0,0,0,102414,94956,1592,286,1
860,0,0,0,0,0,0,2314220,1912748,1607794,314060,1
861,0,0,0,0,0,0,1745640,1487248,1064726,250302,1
862,0,0,0,0,0,0,104008,95188,4370,1798,1
863,0,0,0,0,0,0,2776334,2488042,1353452,372760,1
864,0,0,0,0,0,178,5164868,4536872,1321824,274986,1
865,0,0,0,0,0,0,9370,8062,912,20,1
866,0,0,0,0,0,58,2337436,1866988,862032,83608,1
867,0,0,0,0,4126,390978,18436506,16651594,3610758,740386,1
868,0,0,0,0,0,23366,24988,30510,426,530,1
869,0,0,0,0,4356,11032,97490,101472,934,450,1
870,0,0,0,0,0,0,56560208,42526336,38907668,5050354,2
871,0,0,0,0,0,44,165576,141222,31274,9918,1
872,0,0,0,0,0,1110,198814,176818,5072,824,1
873,0,0,0,0,0,6992,2934072,2314576,1115546,506176,1
874,0,0,0,0,0,0,7512,5556,664,10,1
875,0,0,0,0,0,0,99428,87122,55072,5228,1
876,0,0,0,0,0,0,1982026,1718666,699250,55474,1
877,0,0,0,0,0,0,11807978,9400332,6606814,2054820,1
878,0,0,0,0,0,0,2317576,2068270,1079900,362806,1
879,0,0,0,0,0,0,323092,300230,118152,72922,1
880,0,0,0,0,0,0,2550858,2269602,1425452,571576,1
881,0,0,0,0,0,0,7023178,6259722,0,0,1
882,0,0,0,0,0,0,2233534,1803574,1402856,674564,1
883,0,0,0,0,0,0,4175702,3487618,2702950,859682,1
884,0,0,0,0,0,0,3142220,2598674,1287068,301606,1
885,0,0,0,0,0,43268,119322,121382,7618,796,1
886,0,0,0,0,0,0,12986,9382,1916,120,1
887,0,0,0,0,0,0,6886,5676,0,0,1
888,144,188,0,0,0,258566,10798958,9785860,3095304,1070230,1
889,0,0,0,0,0,0,4682866,3882520,2202148,393328,1
890,0,0,0,0,0,77356,2280732,2129126,80738,17246,1
891,0,0,0,0,0,0,8105438,7210094,4334716,428698,1
892,0,0,0,0,0,0,98498,91388,33280,1986,1
893,0,0,0,0,0,0,3207022,2507072,1838276,961564,1
894,0,0,0,0,0,0,3752676,3138578,1939332,363256,1
895,0,0,0,3564,317530,1994798,1957576,1953412,9294,1452,2
896,0,0,0,0,0,0,4039338,3505888,1107882,93086,1
897,0,0,0,0,0,0,24308,20596,1578,102,1
898,0,0,0,0,0,0,2645770,2276078,1390030,544890,1
899,0,0,0,0,0,0,5386,2442,954,2,1
900,0,0,0,0,0,0,3390960,2892356,1960864,299732,1
901,0,0,0,0,0,34416,1140636,1028748,77866,14096,1
902,0,0,0,0,0,0,31510,27982,604,182,1
903,0,0,0,0,0,0,2233944,1648984,1761374,215042,1
904,0,0,0,0,0,0,19086,16968,1776,742,1
905,176,160,0,0,0,0,1846212,1666436,815640,504874,1
906,0,0,0,0,0,0,7244310,6329104,3739550,986854,1
907,0,0,0,0,0,6528,11552912,10255378,3221000,417270,1
908,0,0,0,0,0,0,2663168,2009882,1369152,1157020,1
909,0,0,0,0,0,534,19270,15994,1050,72,1
910,0,0,0,0,0,0,6284,5626,982,28,1
911,6,14,0,0,0,0,18442,13720,406,700,1
912,0,0,0,0,0,0,11374,8802,3860,76,1
913,0,0,0,0,0,0,1694614,1436164,1225140,301076,1
914,0,0,0,0,0,330,24172,23340,846,636,1
915,0,0,0,0,54,3890,9082,10698,1228,0,1
916,0,0,0,0,0,0,9442,7966,364,536,1
917,0,0,0,0,0,0,5188610,4481282,2845286,903632,1
918,0,0,0,0,0,325082,1651726,1650060,439826,80300,1
919,0,0,0,0,0,0,1648842,1521978,558360,63436,1
920,0,0,0,0,0,0,6222,4334,320,30,1
921,0,0,0,0,0,6938,3451174,3046778,643532,61774,1
922,0,0,0,0,0,3444,43713062,38767180,23574878,5385902,2
923,0,0,0,0,0,0,2262362,2062188,1346508,312042,1
924,0,0,0,0,0,0,2379722,2009704,1361162,584582,1
925,0,0,0,0,0,0,4958712,4192640,2726764,765794,1
926,0,0,0,0,0,0,2102872,1797646,1176054,549380,1
927,0,0,0,0,0,0,2432980,2027030,1361124,207312,1
928,0,0,0,0,0,0,3214792,2546382,1904546,1076344,1
929,0,0,0,0,0,3510,6415604,5529462,816820,106654,1
930,0,0,0,0,0,0,25956,22266,9064,3496,1
931,0,0,0,0,0,0,992482,856370,375692,82950,1
932,0,0,0,0,0,0,664564,579150,190242,15426,1
933,0,0,0,0,0,0,2941320,2870512,0,0,1
934,0,0,0,0,0,0,2102570,1798000,1267048,724282,1
935,0,0,0,0,0,68342,26380634,24516056,377582,29932,1
936,0,0,0,0,0,0,2683522,2267750,1677674,494748,1
937,2,8,0,0,0,0,26616,21128,7004,2224,1
938,0,0,0,0,0,0,3161656,2719286,1467140,505598,1
939,0,0,0,0,0,0,1784234,1475540,1286528,434800,1
940,0,0,0,0,0,0,5643900,4992734,2975342,711986,1
941,0,0,0,0,0,0,712716,609432,120090,9388,1
942,0,0,0,0,0,0,6133862,5433038,3432554,965158,1
943,0,0,0,0,0,0,2279940,1976338,1485458,755110,1
